timestamp,hour,day_of_week,is_weekend,sleeping,heart_rate_bpm,spo2_pct,steps,calories_burned,is_anomaly,anomaly_type
2024-03-01 04:00:00,4,4,0,1,70.7,95.2,0,2.0,0,normal
2024-03-01 04:05:00,4,4,0,1,57.6,96.5,0,1.96,0,normal
2024-03-01 04:10:00,4,4,0,1,65.7,97.9,0,1.68,0,normal
2024-03-01 04:15:00,4,4,0,1,76.9,95.7,0,1.77,0,normal
2024-03-01 04:20:00,4,4,0,1,68.8,94.2,0,1.98,0,normal
2024-03-01 04:25:00,4,4,0,1,55.7,96.5,0,2.2,0,normal
2024-03-01 04:30:00,4,4,0,1,60.3,96.1,0,1.84,0,normal
2024-03-01 04:35:00,4,4,0,1,74.8,95.6,0,2.29,0,normal
2024-03-01 04:40:00,4,4,0,1,82.7,95.3,0,1.68,0,normal
2024-03-01 04:45:00,4,4,0,1,56.7,97.3,0,1.67,0,normal
2024-03-01 04:50:00,4,4,0,1,67.6,94.0,0,1.85,0,normal
2024-03-01 04:55:00,4,4,0,1,79.4,95.2,0,1.59,0,normal
2024-03-01 05:00:00,5,4,0,1,58.5,93.4,0,2.03,0,normal
2024-03-01 05:05:00,5,4,0,1,65.1,94.1,0,1.86,0,normal
2024-03-01 05:10:00,5,4,0,1,77.9,96.9,172,10.35,1,sleep_activity
2024-03-01 05:15:00,5,4,0,1,79.8,94.6,0,2.43,0,normal
2024-03-01 05:20:00,5,4,0,1,59.4,95.2,0,1.67,0,normal
2024-03-01 05:25:00,5,4,0,1,59.4,96.2,0,2.16,0,normal
2024-03-01 05:30:00,5,4,0,1,73.1,93.8,0,1.92,0,normal
2024-03-01 05:35:00,5,4,0,1,64.1,96.1,0,2.19,0,normal
2024-03-01 05:40:00,5,4,0,1,69.9,95.1,0,2.07,0,normal
2024-03-01 05:45:00,5,4,0,1,82.9,96.0,0,2.22,0,normal
2024-03-01 05:50:00,5,4,0,1,53.2,95.9,0,2.04,0,normal
2024-03-01 05:55:00,5,4,0,1,66.1,95.0,0,2.01,0,normal
2024-03-01 06:00:00,6,4,0,1,52.2,96.3,0,2.16,0,normal
2024-03-01 06:05:00,6,4,0,1,71.5,95.7,0,1.96,0,normal
2024-03-01 06:10:00,6,4,0,1,81.8,93.7,0,2.15,0,normal
2024-03-01 06:15:00,6,4,0,1,76.0,95.7,0,1.77,0,normal
2024-03-01 06:20:00,6,4,0,1,75.1,97.2,0,1.75,0,normal
2024-03-01 06:25:00,6,4,0,1,72.9,93.6,0,2.01,0,normal
2024-03-01 06:30:00,6,4,0,1,55.6,95.5,0,1.93,0,normal
2024-03-01 06:35:00,6,4,0,1,71.2,96.4,0,1.6,0,normal
2024-03-01 06:40:00,6,4,0,1,82.0,94.2,0,2.05,0,normal
2024-03-01 06:45:00,6,4,0,1,62.5,94.8,0,2.13,0,normal
2024-03-01 06:50:00,6,4,0,1,77.1,95.9,0,2.14,0,normal
2024-03-01 06:55:00,6,4,0,1,85.3,94.5,0,2.07,0,normal
2024-03-01 07:00:00,7,4,0,0,73.9,95.0,13,2.89,0,normal
2024-03-01 07:05:00,7,4,0,0,93.3,93.4,14,2.85,0,normal
2024-03-01 07:10:00,7,4,0,0,104.3,94.2,11,2.71,0,normal
2024-03-01 07:15:00,7,4,0,0,106.0,94.7,14,2.63,0,normal
2024-03-01 07:20:00,7,4,0,0,83.1,94.4,19,2.87,0,normal
2024-03-01 07:25:00,7,4,0,0,85.1,96.5,15,2.85,0,normal
2024-03-01 07:30:00,7,4,0,0,89.4,92.9,13,2.98,1,low_spo2
2024-03-01 07:35:00,7,4,0,0,91.4,94.1,18,3.26,0,normal
2024-03-01 07:40:00,7,4,0,0,99.3,92.5,16,2.8,0,normal
2024-03-01 07:45:00,7,4,0,0,83.5,95.6,11,2.53,0,normal
2024-03-01 07:50:00,7,4,0,0,92.2,95.6,19,2.4,0,normal
2024-03-01 07:55:00,7,4,0,0,78.9,96.6,13,3.01,0,normal
2024-03-01 08:00:00,8,4,0,0,107.5,95.7,21,3.23,0,normal
2024-03-01 08:05:00,8,4,0,0,89.8,95.5,18,2.97,0,normal
2024-03-01 08:10:00,8,4,0,0,72.4,97.2,15,2.99,0,normal
2024-03-01 08:15:00,8,4,0,0,85.6,95.2,16,3.18,0,normal
2024-03-01 08:20:00,8,4,0,0,87.3,96.3,20,3.16,0,normal
2024-03-01 08:25:00,8,4,0,0,98.1,98.4,17,2.55,0,normal
2024-03-01 08:30:00,8,4,0,0,106.9,96.8,16,2.71,0,normal
2024-03-01 08:35:00,8,4,0,0,75.6,95.2,10,2.52,0,normal
2024-03-01 08:40:00,8,4,0,0,100.5,95.2,13,3.09,0,normal
2024-03-01 08:45:00,8,4,0,0,97.3,94.1,8,2.51,0,normal
2024-03-01 08:50:00,8,4,0,0,94.1,95.6,18,2.82,0,normal
2024-03-01 08:55:00,8,4,0,0,86.4,93.8,10,2.57,0,normal
2024-03-01 09:00:00,9,4,0,0,95.4,94.1,12,2.58,0,normal
2024-03-01 09:05:00,9,4,0,0,81.8,94.9,17,2.65,0,normal
2024-03-01 09:10:00,9,4,0,0,87.3,96.3,17,2.82,0,normal
2024-03-01 09:15:00,9,4,0,0,101.1,93.6,16,2.9,0,normal
2024-03-01 09:20:00,9,4,0,0,91.6,94.5,11,2.52,0,normal
2024-03-01 09:25:00,9,4,0,0,90.8,96.7,17,2.76,0,normal
2024-03-01 09:30:00,9,4,0,0,106.6,94.3,16,2.63,0,normal
2024-03-01 09:35:00,9,4,0,0,93.5,95.8,11,2.31,0,normal
2024-03-01 09:40:00,9,4,0,0,93.3,94.8,23,3.0,0,normal
2024-03-01 09:45:00,9,4,0,0,98.2,96.1,9,2.22,0,normal
2024-03-01 09:50:00,9,4,0,0,88.5,89.7,17,2.69,1,low_spo2
2024-03-01 09:55:00,9,4,0,0,86.1,97.1,15,2.74,0,normal
2024-03-01 10:00:00,10,4,0,0,89.7,94.6,13,2.63,0,normal
2024-03-01 10:05:00,10,4,0,0,84.1,94.8,11,2.86,0,normal
2024-03-01 10:10:00,10,4,0,0,91.2,93.2,10,2.34,0,normal
2024-03-01 10:15:00,10,4,0,0,86.7,93.9,10,2.42,0,normal
2024-03-01 10:20:00,10,4,0,0,92.3,96.5,17,2.59,0,normal
2024-03-01 10:25:00,10,4,0,0,102.4,93.6,17,3.05,0,normal
2024-03-01 10:30:00,10,4,0,0,134.4,96.4,17,2.59,1,tachycardia
2024-03-01 10:35:00,10,4,0,0,89.1,96.1,17,2.72,0,normal
2024-03-01 10:40:00,10,4,0,0,104.3,96.3,7,2.3,0,normal
2024-03-01 10:45:00,10,4,0,0,107.2,93.7,22,3.34,0,normal
2024-03-01 10:50:00,10,4,0,0,92.5,96.9,14,2.94,0,normal
2024-03-01 10:55:00,10,4,0,0,76.5,93.2,16,2.73,0,normal
2024-03-01 11:00:00,11,4,0,0,82.1,96.6,15,2.74,0,normal
2024-03-01 11:05:00,11,4,0,0,108.4,96.8,15,2.93,0,normal
2024-03-01 11:10:00,11,4,0,0,76.2,96.0,16,3.06,0,normal
2024-03-01 11:15:00,11,4,0,0,94.3,96.5,11,2.14,0,normal
2024-03-01 11:20:00,11,4,0,0,92.7,97.3,10,2.67,0,normal
2024-03-01 11:25:00,11,4,0,0,95.7,95.8,18,2.56,0,normal
2024-03-01 11:30:00,11,4,0,0,96.9,95.3,14,2.69,0,normal
2024-03-01 11:35:00,11,4,0,0,87.9,95.2,14,2.49,0,normal
2024-03-01 11:40:00,11,4,0,0,88.2,95.1,14,2.73,0,normal
2024-03-01 11:45:00,11,4,0,0,86.5,95.4,13,2.43,0,normal
2024-03-01 11:50:00,11,4,0,0,87.3,96.3,16,2.88,0,normal
2024-03-01 11:55:00,11,4,0,0,80.4,94.8,20,2.98,0,normal
2024-03-01 12:00:00,12,4,0,0,100.9,95.7,13,2.87,0,normal
2024-03-01 12:05:00,12,4,0,0,92.6,94.6,7,2.85,0,normal
2024-03-01 12:10:00,12,4,0,0,81.2,92.7,12,2.4,0,normal
2024-03-01 12:15:00,12,4,0,0,80.5,97.2,14,2.83,0,normal
2024-03-01 12:20:00,12,4,0,0,98.8,97.3,13,2.61,0,normal
2024-03-01 12:25:00,12,4,0,0,90.4,97.9,16,2.46,0,normal
2024-03-01 12:30:00,12,4,0,0,92.1,95.8,14,3.01,0,normal
2024-03-01 12:35:00,12,4,0,0,93.7,98.2,18,3.06,0,normal
2024-03-01 12:40:00,12,4,0,0,96.0,97.2,12,2.62,0,normal
2024-03-01 12:45:00,12,4,0,0,78.2,96.9,9,2.26,0,normal
2024-03-01 12:50:00,12,4,0,0,95.9,95.7,25,3.44,0,normal
2024-03-01 12:55:00,12,4,0,0,94.4,93.9,14,2.91,0,normal
2024-03-01 13:00:00,13,4,0,0,93.9,93.2,16,2.86,0,normal
2024-03-01 13:05:00,13,4,0,0,95.0,95.1,19,3.01,0,normal
2024-03-01 13:10:00,13,4,0,0,93.7,95.7,10,2.32,0,normal
2024-03-01 13:15:00,13,4,0,0,75.8,93.6,20,2.91,0,normal
2024-03-01 13:20:00,13,4,0,0,96.2,95.0,15,2.77,0,normal
2024-03-01 13:25:00,13,4,0,0,89.1,95.6,17,2.84,0,normal
2024-03-01 13:30:00,13,4,0,0,96.2,94.5,20,3.27,0,normal
2024-03-01 13:35:00,13,4,0,0,84.1,96.8,21,3.17,0,normal
2024-03-01 13:40:00,13,4,0,0,102.3,96.9,13,2.88,0,normal
2024-03-01 13:45:00,13,4,0,0,85.8,94.5,12,2.56,0,normal
2024-03-01 13:50:00,13,4,0,0,102.5,94.8,12,2.5,0,normal
2024-03-01 13:55:00,13,4,0,0,81.7,96.6,13,2.92,0,normal
2024-03-01 14:00:00,14,4,0,0,97.5,96.2,14,2.63,0,normal
2024-03-01 14:05:00,14,4,0,0,97.8,96.7,12,2.64,0,normal
2024-03-01 14:10:00,14,4,0,0,130.0,97.0,10,2.47,1,tachycardia
2024-03-01 14:15:00,14,4,0,0,92.6,97.8,18,3.35,0,normal
2024-03-01 14:20:00,14,4,0,0,77.5,97.0,13,2.57,0,normal
2024-03-01 14:25:00,14,4,0,0,91.1,93.2,13,2.67,0,normal
2024-03-01 14:30:00,14,4,0,0,90.4,94.8,20,2.83,0,normal
2024-03-01 14:35:00,14,4,0,0,83.3,95.1,16,2.75,0,normal
2024-03-01 14:40:00,14,4,0,0,95.5,95.3,15,2.1,0,normal
2024-03-01 14:45:00,14,4,0,0,79.2,95.9,16,2.69,0,normal
2024-03-01 14:50:00,14,4,0,0,86.6,93.2,20,3.08,0,normal
2024-03-01 14:55:00,14,4,0,0,82.5,98.0,17,2.7,0,normal
2024-03-01 15:00:00,15,4,0,0,77.1,97.3,12,2.4,0,normal
2024-03-01 15:05:00,15,4,0,0,100.4,94.9,16,2.81,0,normal
2024-03-01 15:10:00,15,4,0,0,100.0,96.8,21,2.75,0,normal
2024-03-01 15:15:00,15,4,0,0,58.1,94.2,10,2.7,0,normal
2024-03-01 15:20:00,15,4,0,0,99.7,96.4,26,3.34,0,normal
2024-03-01 15:25:00,15,4,0,0,104.8,94.4,17,3.05,0,normal
2024-03-01 15:30:00,15,4,0,0,97.6,96.1,11,2.76,0,normal
2024-03-01 15:35:00,15,4,0,0,88.5,95.2,19,2.66,0,normal
2024-03-01 15:40:00,15,4,0,0,93.1,96.3,11,2.46,0,normal
2024-03-01 15:45:00,15,4,0,0,93.9,94.6,10,2.45,0,normal
2024-03-01 15:50:00,15,4,0,0,94.6,97.6,12,3.03,0,normal
2024-03-01 15:55:00,15,4,0,0,94.0,96.8,12,2.37,0,normal
2024-03-01 16:00:00,16,4,0,0,90.9,94.4,11,2.29,0,normal
2024-03-01 16:05:00,16,4,0,0,83.5,95.4,16,2.78,0,normal
2024-03-01 16:10:00,16,4,0,0,91.6,96.5,14,2.74,0,normal
2024-03-01 16:15:00,16,4,0,0,97.9,96.9,18,2.78,0,normal
2024-03-01 16:20:00,16,4,0,0,99.3,95.3,16,2.63,0,normal
2024-03-01 16:25:00,16,4,0,0,99.1,97.0,10,2.87,0,normal
2024-03-01 16:30:00,16,4,0,0,89.1,96.8,11,2.87,0,normal
2024-03-01 16:35:00,16,4,0,0,94.4,98.2,16,3.35,0,normal
2024-03-01 16:40:00,16,4,0,0,78.7,95.2,14,2.5,0,normal
2024-03-01 16:45:00,16,4,0,0,93.3,96.6,16,2.71,0,normal
2024-03-01 16:50:00,16,4,0,0,81.0,94.0,14,2.93,0,normal
2024-03-01 16:55:00,16,4,0,0,95.3,96.2,17,2.99,0,normal
2024-03-01 17:00:00,17,4,0,0,102.6,97.1,17,2.85,0,normal
2024-03-01 17:05:00,17,4,0,0,92.8,94.4,10,2.48,0,normal
2024-03-01 17:10:00,17,4,0,0,97.0,95.4,15,2.52,0,normal
2024-03-01 17:15:00,17,4,0,0,85.3,95.2,7,2.75,0,normal
2024-03-01 17:20:00,17,4,0,0,97.6,96.1,21,3.36,0,normal
2024-03-01 17:25:00,17,4,0,0,96.7,97.1,12,2.92,0,normal
2024-03-01 17:30:00,17,4,0,0,97.7,93.7,11,2.66,0,normal
2024-03-01 17:35:00,17,4,0,0,99.3,95.8,7,2.69,0,normal
2024-03-01 17:40:00,17,4,0,0,103.4,96.0,13,2.74,0,normal
2024-03-01 17:45:00,17,4,0,0,80.9,97.0,13,2.88,0,normal
2024-03-01 17:50:00,17,4,0,0,92.9,97.1,18,2.86,0,normal
2024-03-01 17:55:00,17,4,0,0,93.8,97.6,17,2.47,0,normal
2024-03-01 18:00:00,18,4,0,0,80.2,95.1,13,2.89,0,normal
2024-03-01 18:05:00,18,4,0,0,97.0,96.6,10,2.55,0,normal
2024-03-01 18:10:00,18,4,0,0,100.1,97.2,17,2.85,0,normal
2024-03-01 18:15:00,18,4,0,0,75.4,98.3,12,2.77,0,normal
2024-03-01 18:20:00,18,4,0,0,86.8,96.0,15,2.61,0,normal
2024-03-01 18:25:00,18,4,0,0,84.0,95.2,9,2.32,0,normal
2024-03-01 18:30:00,18,4,0,0,86.1,93.7,16,2.84,0,normal
2024-03-01 18:35:00,18,4,0,0,81.8,94.0,10,2.51,0,normal
2024-03-01 18:40:00,18,4,0,0,97.6,95.9,13,2.68,0,normal
2024-03-01 18:45:00,18,4,0,0,100.1,95.7,12,2.36,0,normal
2024-03-01 18:50:00,18,4,0,0,68.9,94.0,19,3.18,0,normal
2024-03-01 18:55:00,18,4,0,0,81.1,97.4,9,2.3,0,normal
2024-03-01 19:00:00,19,4,0,0,85.5,93.2,10,2.3,0,normal
2024-03-01 19:05:00,19,4,0,0,104.6,95.5,16,2.95,0,normal
2024-03-01 19:10:00,19,4,0,0,79.7,92.2,14,2.7,0,normal
2024-03-01 19:15:00,19,4,0,0,76.3,94.3,18,2.92,0,normal
2024-03-01 19:20:00,19,4,0,0,76.0,95.8,18,3.13,0,normal
2024-03-01 19:25:00,19,4,0,0,89.1,96.1,23,3.02,0,normal
2024-03-01 19:30:00,19,4,0,0,74.7,95.0,15,2.9,0,normal
2024-03-01 19:35:00,19,4,0,0,74.2,94.8,13,2.53,0,normal
2024-03-01 19:40:00,19,4,0,0,79.8,96.0,9,2.69,0,normal
2024-03-01 19:45:00,19,4,0,0,89.2,94.7,11,2.94,0,normal
2024-03-01 19:50:00,19,4,0,0,104.6,94.2,11,2.69,0,normal
2024-03-01 19:55:00,19,4,0,0,79.5,96.7,9,2.58,0,normal
2024-03-01 20:00:00,20,4,0,0,77.0,91.6,20,3.25,1,low_spo2
2024-03-01 20:05:00,20,4,0,0,88.9,95.6,15,3.05,0,normal
2024-03-01 20:10:00,20,4,0,0,97.8,95.1,14,2.87,0,normal
2024-03-01 20:15:00,20,4,0,0,104.9,96.0,19,3.04,0,normal
2024-03-01 20:20:00,20,4,0,0,80.3,94.9,17,2.96,0,normal
2024-03-01 20:25:00,20,4,0,0,83.0,94.8,22,2.9,0,normal
2024-03-01 20:30:00,20,4,0,0,92.6,94.7,13,2.31,0,normal
2024-03-01 20:35:00,20,4,0,0,76.3,96.4,14,2.61,0,normal
2024-03-01 20:40:00,20,4,0,0,99.5,96.3,12,2.41,0,normal
2024-03-01 20:45:00,20,4,0,0,96.5,95.9,19,3.01,0,normal
2024-03-01 20:50:00,20,4,0,0,85.4,94.3,14,2.56,0,normal
2024-03-01 20:55:00,20,4,0,0,132.1,93.2,16,2.85,1,tachycardia
2024-03-01 21:00:00,21,4,0,0,103.1,94.4,12,2.65,0,normal
2024-03-01 21:05:00,21,4,0,0,110.1,96.1,12,2.66,0,normal
2024-03-01 21:10:00,21,4,0,0,94.0,94.1,16,2.8,0,normal
2024-03-01 21:15:00,21,4,0,0,71.7,95.5,10,2.35,0,normal
2024-03-01 21:20:00,21,4,0,0,85.3,95.6,8,2.33,0,normal
2024-03-01 21:25:00,21,4,0,0,93.6,95.1,13,2.6,0,normal
2024-03-01 21:30:00,21,4,0,0,89.7,96.8,17,2.93,0,normal
2024-03-01 21:35:00,21,4,0,0,90.9,94.6,15,2.82,0,normal
2024-03-01 21:40:00,21,4,0,0,84.5,95.5,18,2.78,0,normal
2024-03-01 21:45:00,21,4,0,0,100.7,95.0,13,2.74,0,normal
2024-03-01 21:50:00,21,4,0,0,86.0,98.7,15,2.67,0,normal
2024-03-01 21:55:00,21,4,0,0,101.5,95.3,20,2.88,0,normal
2024-03-01 22:00:00,22,4,0,0,145.0,97.0,21,3.18,1,tachycardia
2024-03-01 22:05:00,22,4,0,0,101.3,96.2,18,2.85,0,normal
2024-03-01 22:10:00,22,4,0,0,81.6,97.0,17,2.81,0,normal
2024-03-01 22:15:00,22,4,0,0,86.9,96.3,16,2.67,0,normal
2024-03-01 22:20:00,22,4,0,0,94.6,96.5,20,3.24,0,normal
2024-03-01 22:25:00,22,4,0,0,83.6,95.2,14,2.43,0,normal
2024-03-01 22:30:00,22,4,0,0,89.8,94.6,14,3.13,0,normal
2024-03-01 22:35:00,22,4,0,0,83.8,94.0,21,3.16,0,normal
2024-03-01 22:40:00,22,4,0,0,84.2,88.0,13,2.75,1,low_spo2
2024-03-01 22:45:00,22,4,0,0,90.5,95.3,14,2.59,0,normal
2024-03-01 22:50:00,22,4,0,0,107.8,95.9,12,2.95,0,normal
2024-03-01 22:55:00,22,4,0,0,108.0,95.4,10,2.79,0,normal
2024-03-01 23:00:00,23,4,0,1,61.5,96.5,0,1.97,0,normal
2024-03-01 23:05:00,23,4,0,1,65.7,97.6,0,1.91,0,normal
2024-03-01 23:10:00,23,4,0,1,77.9,95.2,0,2.07,0,normal
2024-03-01 23:15:00,23,4,0,1,61.9,94.1,0,1.95,0,normal
2024-03-01 23:20:00,23,4,0,1,79.0,95.5,0,2.25,0,normal
2024-03-01 23:25:00,23,4,0,1,55.0,95.1,0,1.89,0,normal
2024-03-01 23:30:00,23,4,0,1,84.3,95.9,0,2.06,0,normal
2024-03-01 23:35:00,23,4,0,1,73.4,94.6,0,2.0,0,normal
2024-03-01 23:40:00,23,4,0,1,76.5,97.3,0,2.17,0,normal
2024-03-01 23:45:00,23,4,0,1,68.1,94.9,60,5.23,1,sleep_activity
2024-03-01 23:50:00,23,4,0,1,60.9,93.3,135,8.69,1,sleep_activity
2024-03-01 23:55:00,23,4,0,1,69.1,94.1,0,2.04,0,normal
2024-03-02 00:00:00,0,5,1,1,71.5,93.4,0,2.18,0,normal
2024-03-02 00:05:00,0,5,1,1,79.8,96.7,0,1.94,0,normal
2024-03-02 00:10:00,0,5,1,1,57.7,95.7,0,1.89,0,normal
2024-03-02 00:15:00,0,5,1,1,44.0,95.3,0,1.93,0,normal
2024-03-02 00:20:00,0,5,1,1,60.6,95.9,0,2.09,0,normal
2024-03-02 00:25:00,0,5,1,1,83.0,94.8,0,1.96,0,normal
2024-03-02 00:30:00,0,5,1,1,98.8,95.1,0,1.92,0,normal
2024-03-02 00:35:00,0,5,1,1,75.2,96.3,0,1.86,0,normal
2024-03-02 00:40:00,0,5,1,1,73.6,96.0,0,2.36,0,normal
2024-03-02 00:45:00,0,5,1,1,66.1,95.6,0,1.94,0,normal
2024-03-02 00:50:00,0,5,1,1,66.4,93.0,0,2.41,0,normal
2024-03-02 00:55:00,0,5,1,1,74.0,94.3,0,2.51,0,normal
2024-03-02 01:00:00,1,5,1,1,70.8,93.9,0,1.75,0,normal
2024-03-02 01:05:00,1,5,1,1,83.3,95.9,0,1.89,0,normal
2024-03-02 01:10:00,1,5,1,1,66.7,94.0,0,1.9,0,normal
2024-03-02 01:15:00,1,5,1,1,67.2,95.6,0,1.74,0,normal
2024-03-02 01:20:00,1,5,1,1,72.7,95.2,0,1.64,0,normal
2024-03-02 01:25:00,1,5,1,1,77.1,96.7,0,2.31,0,normal
2024-03-02 01:30:00,1,5,1,1,68.7,96.7,0,1.82,0,normal
2024-03-02 01:35:00,1,5,1,1,76.7,95.7,0,1.89,0,normal
2024-03-02 01:40:00,1,5,1,1,69.8,95.1,0,2.26,0,normal
2024-03-02 01:45:00,1,5,1,1,68.5,93.2,0,1.95,0,normal
2024-03-02 01:50:00,1,5,1,1,65.8,95.3,0,2.34,0,normal
2024-03-02 01:55:00,1,5,1,1,83.9,95.3,0,2.05,0,normal
2024-03-02 02:00:00,2,5,1,1,73.7,96.7,0,2.0,0,normal
2024-03-02 02:05:00,2,5,1,1,77.1,95.2,0,1.63,0,normal
2024-03-02 02:10:00,2,5,1,1,59.8,96.3,0,1.9,0,normal
2024-03-02 02:15:00,2,5,1,1,65.7,96.8,0,2.06,0,normal
2024-03-02 02:20:00,2,5,1,1,75.4,95.7,0,2.04,0,normal
2024-03-02 02:25:00,2,5,1,1,66.8,93.9,0,2.07,0,normal
2024-03-02 02:30:00,2,5,1,1,65.4,98.0,0,1.94,0,normal
2024-03-02 02:35:00,2,5,1,1,81.2,95.1,0,1.97,0,normal
2024-03-02 02:40:00,2,5,1,1,59.6,95.9,0,2.01,0,normal
2024-03-02 02:45:00,2,5,1,1,50.4,89.7,0,2.2,1,low_spo2
2024-03-02 02:50:00,2,5,1,1,76.2,94.2,0,2.14,0,normal
2024-03-02 02:55:00,2,5,1,1,68.1,95.9,0,1.99,0,normal
2024-03-02 03:00:00,3,5,1,1,59.6,97.6,0,1.78,0,normal
2024-03-02 03:05:00,3,5,1,1,77.1,97.0,0,1.94,0,normal
2024-03-02 03:10:00,3,5,1,1,70.5,96.3,0,2.01,0,normal
2024-03-02 03:15:00,3,5,1,1,58.0,98.1,0,2.03,0,normal
2024-03-02 03:20:00,3,5,1,1,76.8,94.9,0,2.1,0,normal
2024-03-02 03:25:00,3,5,1,1,64.6,97.6,0,1.67,0,normal
2024-03-02 03:30:00,3,5,1,1,64.6,96.4,0,2.13,0,normal
2024-03-02 03:35:00,3,5,1,1,48.2,95.9,0,1.82,0,normal
2024-03-02 03:40:00,3,5,1,1,75.9,93.4,0,2.07,0,normal
2024-03-02 03:45:00,3,5,1,1,64.2,94.4,0,1.69,0,normal
2024-03-02 03:50:00,3,5,1,1,71.5,93.7,0,1.99,0,normal
2024-03-02 03:55:00,3,5,1,1,65.4,94.3,0,2.2,0,normal
2024-03-02 04:00:00,4,5,1,1,80.1,97.2,0,1.98,0,normal
2024-03-02 04:05:00,4,5,1,1,80.2,95.4,0,2.07,0,normal
2024-03-02 04:10:00,4,5,1,1,88.2,93.9,0,2.04,0,normal
2024-03-02 04:15:00,4,5,1,1,76.6,95.0,0,2.09,0,normal
2024-03-02 04:20:00,4,5,1,1,62.4,95.2,0,2.22,0,normal
2024-03-02 04:25:00,4,5,1,1,72.5,93.8,0,2.08,0,normal
2024-03-02 04:30:00,4,5,1,1,76.9,94.7,0,1.76,0,normal
2024-03-02 04:35:00,4,5,1,1,70.2,95.6,0,1.83,0,normal
2024-03-02 04:40:00,4,5,1,1,76.2,95.8,0,2.15,0,normal
